severity	reason	entityType	entity	qid	theme	question	response	confidence	justification	source
medium	neutral_score_generic_justification	government	Espagne	51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	0	2	Position de compromis : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Transposition ou inférence prudente.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	low_confidence	government	Espagne	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	1	1	Accord modéré : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	low_confidence	government	Espagne	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	1	1	Accord modéré : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	low_confidence	government	Espagne	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	0	1	Position de compromis : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	neutral_score_generic_justification	government	Espagne	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	0	1	Position de compromis : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	low_confidence	government	Espagne	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-1	1	Réserve : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	low_confidence	government	Espagne	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	-1	1	Réserve : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	low_confidence	government	Espagne	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	1	1	Accord modéré : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	low_confidence	government	Espagne	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-1	1	Réserve : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
high	extreme_score_generic_justification	government	Espagne	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	3	3	Accord fort : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/vivienda-agenda-urbana/paginas/2025/070425-rodriguez-alquiler-turistico.aspx
high	extreme_score_generic_justification	government	Espagne	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.lamoncloa.gob.es/presidente/actividades/paginas/2026/200226-sanchez-seminario-desigualdad.aspx
high	extreme_score_generic_justification	government	Espagne	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	3	3	Accord fort : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.boe.es/buscar/act.php?id=BOE-A-2021-4628
medium	low_confidence	government	Espagne	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	1	1	Accord modéré : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
high	extreme_score_generic_justification	government	Espagne	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	3	3	Accord fort : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.lamoncloa.gob.es/presidente/actividades/paginas/2026/030226-sanchez-cumbre-gobiernos-dubai.aspx
medium	neutral_score_generic_justification	government	Suisse	12	État	L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables.	0	2	Position de compromis : Le Conseil fédéral suit une économie sociale de marché relativement libérale, avec discipline budgétaire et protection sociale multipiliers. Transposition ou inférence prudente.	https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
medium	low_confidence	government	Suisse	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-1	1	Réserve : Le consensus gouvernemental est modérément libéral sur les droits individuels, tout en restant prudent sur les transformations sociales. Comparabilité limitée ou position peu explicite.	https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
high	extreme_score_generic_justification	government	Suisse	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	Accord fort : La Suisse privilégie l’immigration économique contrôlée, l’intégration et des conditions strictes de séjour durable. Transposition ou inférence prudente.	https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
